index,title,url,press,date,keyword,content,filtered,Scraped_date
10,"포스코·DL이앤씨·SK에코, 43억弗 시장 ‘그린수소’에 주목",http://www.fntimes.com/html/view.php?ud=202310090941579453dd55077bc2_18,한국금융신문,2023.10.10.,포스코 수소 투자계획 해외,중동·유럽·북미 등 해외시장 공략 “3년뒤 세계 그린수소 시장 6조 예상” 최근 정부가 녹색산업 관련 양해각서를 체결하는 등 민간기업 지원에 힘을... 핵심사업으로 수소 등 그린에너지 사업을 선정하기도 했다. 포스코이앤씨는 그린에너지를 중심으로 2030년까지 121조원을 할 이다. 기존 플랜트...,fail,2023-12-21
11,"""차입없이 투자"" 포스코인터, 관건은 합병효과 유지",https://dealsite.co.kr/articles/111226,딜사이트,2023.10.16.,포스코 수소 투자계획 해외,올해 4분기부터 미얀마 마하 가스전 개발 사업을 비롯해 기존 인천 LNG 발전소를 수소 혼소 발전소로 전환하기 위한 투자도 예정됐다. 대규모 투자를... 포스코인터내셔널은 작년 합병 전 중기 투자 계획으로 LNG 인프라를 중심으로 에너지 사업 부문에만 총 3조8000억원을 올해부터 오는 2025년까지...,success,2023-12-21
12,한전·포스코·롯데케미칼 '팀코리아'···사우디 청정암모니아 도입,http://www.globale.co.kr/news/articleView.html?idxno=26197,글로벌E,2023.10.23.,포스코 수소 투자계획 해외,"블루암모니아사업에 투자할 계획이다. 2021년 아람코의 자푸라열병합발전소 건설과 운영 사업도 수주했다. 사우디전력공사와는 사우디 내 그리드 표준화, 엔지니어링과 사업 공동개발 기회를 모색한다. 양사는 2009년 라빅중유화력발전소 건설과 운영 사업을 함께했다. 알조마이에너지와는 그린시...",fail,2023-12-21
13,"포스코인터, 2030년까지 LNG 거래량 32배 확대…日종합상사 벤치마킹",https://www.electimes.com/news/articleView.html?idxno=326761,전기신문,2023.10.05.,포스코 수소 투자계획 해외,"건설할 계획이다. 확보한 LNG 물량은 발전용과 LNG벙커링, LNG선박 시운전 등에 우선 공급하고 나머지는 해외 트레이딩으로 사용할 계획이다.... 포스코인터내셔널은 저탄소 및 탄소중립에 대응하기 위해 탄소포집저장(CCS)과 재생에너지, 청정 분야도 할 이다. CCS사업은 국내, 말레이시아...",fail,2023-12-21
14,"‘종합상사의 미래’ 포스코인터, 식량·에너지·소재 삼각축 글로벌 공략",https://www.ebn.co.kr/news/view/1594405/?sc=Naver,EBN,2023.10.04.,포스코 수소 투자계획 해외,"2030년까지 글로벌 식량 메이저기업으로 도약 ‘청사진’ E&P·LNG·발전 밸류체인 마련…청정수소·암모니아 공급 이차전지부터 구동 모터코어... 식량, LNG, 그린에너지에 5조3000억 투자를 계획 중인 포스코인터는 자체 실적으로 필요 자금을 조달하는 등 자생 기반을 마련했다는 설명이다. 오는 2030년까지...",fail,2023-12-21
15,"포스코, 신사업 육성…수익성·지속가능성 향상 모색",http://www.mediapen.com/news/view/720867,미디어펜,2022.05.02.,포스코 수소 투자계획 해외,포스코홀딩스는 한전과 2027년 청정 수소·암모니아 도입을 목표로 사우디와 칠레 등 해외 블루·그린수소 프로젝트 공동개발 및 투자도 검토한다는 계획이다. 자회사 포스코인터내셔널도 GS칼텍스와 손잡고 친환경 바이오사업을 육성한다. GS칼텍스의 바이오연료 생산기술과 인터내셔널의 정제...,fail,2023-12-21
16,포스코 또 국감 출석···‘기업인 망신주기’ 불편한 이유,https://www.ebn.co.kr/news/view/1594322/?sc=Naver,EBN,2023.10.04.,포스코 수소 투자계획 해외,"최정우 포스코홀딩스 회장을 증인으로 채택했다. 최정우 회장은 태풍 ‘카눈’이 한반도에 상륙하던 지난 8월 사외이사들과 해외출장에서 골프를 쳐... 또 포스코가 친환경 미래소재 대표기업으로 도약하기 위해 오는 2030년까지 총 121조원을 한다는 이다. 전체 의 60% 이상인 73조원은 포항, 광양...",fail,2023-12-21
17,"50조 퍼붓고도 경쟁국에 7년 뒤져…""이대론 수소 수입국 전락""",https://www.sedaily.com/NewsView/29UTLA43YP,서울경제언론사 선정,2023.09.25.,포스코 수소 투자계획 해외,딜로이트는 2025년 세계 수소 생산 시장 규모를 2014억 달러로 예측했다. 2020년보다 9% 이상 성장했다. SK·포스코·한화·롯데 등 국내 기업들은... 원)를 투자한다는 계획을 제시했다. 반면 우리나라는 수소 관련 일부 예산이 축소되는가 하면 목표치도 하향 조정됐다. 생산기지 구축 사업 예산은 2021년...,fail,2023-12-21
18,"대변혁의 중심에 선 포스코, 누가 이끌어야 할까 [기자수첩-산업IT]",https://www.dailian.co.kr/news/view/1277108/?sc=Naver,데일리안언론사 선정,2023.09.25.,포스코 수소 투자계획 해외,"포스코그룹은 최근 기업설명회에서 지난 7월 발표한 ‘그룹 2030년 121조 투자계획’ 중 철강을 제외한 배터리 및 친환경 인프라 부문에 60% 이상을 투자할... 리튬‧니켈 등 해외자원개발에서부터 배터리 소재 연구개발 및 생산라인 , 환원제철 전환 스케줄까지 줄줄이 차질을 입을 우려가 크다. 는...",fail,2023-12-21
19,"[모닝픽] 포스코, 친환경 공정 전환...큰 도전에 직면",http://www.g-enews.com/ko-kr/news/article/news_all/202309260602388784e8b8a793f7_1/article.html,글로벌이코노믹,2023.09.26.,포스코 수소 투자계획 해외,"포스코는 2050년까지 녹색 수소 약 370만 톤이 필요하며, 이를 위해 호주 등 해외로 확장할 가능성을 내비쳤다. 또한, 포스코는 2035년까지 배출량을 30% 감축하고, 금세기 중반에 순제로를 달성하기 위해 약 40조 원을 할 이다. 는 현재 16개국에 사업장을 두고 있지만, 철강 생산의 대부분은...",fail,2023-12-21
20,"건설사, 친환경사업 그린수소에 '그린라이트'",http://www.goodkyung.com/news/articleView.html?idxno=217565,굿모닝경제,2023.09.20.,포스코 수소 투자계획 해외,"앞으로 포스코이앤씨는 수소플랜트 건설 수행 실적을 기반으로 호주, 동남아, 중동 등 해외시장에서 프로젝트를 자체 수행을 위한 역량 강화에... 포스코이앤씨는 그린에너지를 중심으로 2030년까지 121조원을 투자할 이다. ◇세계 그린 시장, 2026년 43억7330만달러 한국과학기술정보연구원에 따르면...",success,2023-12-21
21,포스코이앤씨 “2035년까지 매출 25조원 달성” 목표,https://www.sportsseoul.com/news/read/1350345?ref=naver,스포츠서울,2023.09.19.,포스코 수소 투자계획 해외,"앞서 지난 7월, 철강·이차전지소재·수소 등 핵심사업 중심으로 2030년까지 121조원을 투자한다는 계획을 발표한 것의 연장선이다. 포스코이앤씨는... 등 해외 사업 확장을 지원함으로써 포스코그룹 이차전지 사업 성공을 위한 최적의 솔루션을 제공해 이차전지 글로벌 No.1 EPC사가 된다는 을...",fail,2023-12-21
22,"포스코이앤씨 새 비전 선포…""2035년까지 기업가치 10배 높인다""",https://view.asiae.co.kr/article/2023091910520835938,아시아경제,2023.09.19.,포스코 수소 투자계획 해외,"소재, 수소 등 핵심 사업 중심으로 친환경 미래 소재 대표기업 100년 도약을 위해 2030년까지 121조원을 투자한다는 계획을 발표했다. 이에 발맞춰 포스코이... 하이렉스(수소환원제철기술) 핵심 설비 EPC 역량을 조기 확보해 저탄소 철강 분야를 확대해 나간다. 이차전지 원료·소재 분야의 EPC 경쟁력 강화와 ...",fail,2023-12-21
23,"포스코이앤씨 ""2035년까지 기업가치 10배 높일 것""",https://www.fortunekorea.co.kr/news/articleView.html?idxno=30515,포춘코리아,2023.09.19.,포스코 수소 투자계획 해외,"121조원을 투자한다는 계획을 발표했다. 이에 발맞춰 포스코이앤씨는 철강, 수소, 이차전지 소재, 리튬·니켈, 에너지, 건설, 식량 등 7대 핵심사업의... 이차전지 원료·소재 분야의 EPC 경쟁력 강화와 국내 기반, 북미 등 해외 사업 확장을 지원함으로써 그룹 이차전지 사업 성공을 위한 최적의...",fail,2023-12-21
24,"포스코이앤씨, 친환경 사업 중심 비전 선포...한성희 사장 ""한계넘는 도전 계속""",http://www.g-enews.com/ko-kr/news/article/news_all/202309200942246460112616b072_1/article.html,글로벌이코노믹,2023.09.20.,포스코 수소 투자계획 해외,"대응하겠다는 포스코이앤씨의 의지가 담겨있다. 한 사장은 이어 ""친환경 사업 중심 재편, 밸류 체인 확장, 수익성 증대 및 해외 사업 점진적 확대... 121조원을 투자한다는 계획을 발표한 바 있다. 이에 맞춰 포스코이앤씨는 ▲철강 ▲ ▲이차전지소재 ▲리튬·니켈 ▲에너지 ▲건설 ▲식량 '7대...",fail,2023-12-21
25,"포스코, 늘어나는 투자부담...8년만 순현금 1조원 유출 전환",http://www.edaily.co.kr/news/newspath.asp?newsid=02974966635712896,이데일리,2023.08.31.,포스코 수소 투자계획 해외,"2030년까지 121조원 규모의 투자 계획을 발표한 포스코그룹이 지난해 현금흐름이 순유출로 8년만에 전환한 데 이어 마이너스폭이 확대하고 있는... 5기, 수소 공급망 등 제반 인프라를 확보해 나갈 방침이다. 이에 앞서 그룹은 철강에서도 조강생산능력 확충을 발표했으며, 인도, 인도네시아, 미국...",success,2023-12-21
26,"포스코그룹 '121兆 투자' 친환경제철-수소, 이차전지에 집중",http://www.fnnews.com/news/202307031712169782,파이낸셜뉴스언론사 선정,2023.07.03.,포스코 수소 투자계획 해외,"수소환원제철 등 친환경 철강 분야에 투입된다. 앞서 윤석열 정부 출범 직후인 지난해 5월 포스코그룹은 2026년까지 5년간 총 53조원 규모의 투자 계획... 이를 위해 아르헨티나 리튬 염호, 호주 필바라의 리튬 광산, 인도네시아 니켈 제련, 탄자니아 천연흑연 조달 등 에서 원료·소재의 안정적인...",success,2023-12-21
27,12월 2주 주요 제조업 전망,http://www.laborplus.co.kr/news/articleView.html?idxno=32874,참여와혁신,1주 전,포스코 수소 투자계획 해외,"김학동 포스코 부회장, 서강현 현대제철 사장, 최삼영 동국제강 부사장, 이휘령 세아제강 부회장, 변영만 철강협회 부회장 등 철강기업 경영진들이 참석함. 기업인들은 대내외 탄소 감축 요구와 글로벌 수요 부진에 대응하기 위해 환원 제철과 같은 탄소중립 기술 도입, 적극적인 ·세제 지원...",fail,2023-12-21
28,[김성우 칼럼] 수소 심포지엄에 인파가 몰린 이유,https://www.ekn.kr/web/view.php?key=20230827010006839,에너지경제,2023.08.27.,포스코 수소 투자계획 해외,"또 에너지의 94%(대부분이 화석연료)를 수입하는 우리나라에 서 해외 현지 수소 생산을 늘려 에너지 자립도 확대를 도모할 수 있고, 전력망을 다른 나라와... SK·포스코·현대차 등 우리 기업들도 50조원에 육박하는 대규모 을 수립하고 의 생산·운송·활용에 걸쳐 다양한 실증을 진행하고 있는 만큼...",fail,2023-12-21
29,"기후단체 ""포스코인터내셔널, 붕아 신규 가스전 탐사... 韓·印尼, '국제 메탄 서약' 역행""",http://www.newsroad.co.kr/news/articleView.html?idxno=24715,뉴스로드,2023.08.21.,포스코 수소 투자계획 해외,"포스코인터내셔널은 붕아 가스 프로젝트를 포함해 오는 2025년까지 해양 석유가스 탐사 프로젝트에 최대 10억 달러(약 1조3000억원)를 투자할 계획으로 알려져 있다. 페르타미나(Pertamina)에 의하면 탐사 단계의 첫 3년 동안만 400만 달러 (약 52억원)가 필요한데, 자원개발의 전례를 보면 한국 정부가 이...",fail,2023-12-21
0,"[AT 산업 단신] 한화오션, 현대제철, 한화시스템, HD현대건설기계, LS MnM",https://www.asiatime.co.kr/article/20231129500350,아시아타임즈,3주 전,한화 수소 투자계획 해외,2028년 5월까지 연구를 진행하고 시제를 제작해 성능을 검증할 계획이다. 한화오션은 지난달 국방과학연구소의 시작품 사업 ‘무인 잠수정용 에너지원 시스템’ 사업의 우선협상대상자로 선정된 바 있다. 해당 프로젝트는 다목적 모듈형 무인 잠수정에 적용될 연료전지 체계 개발이 목표다....,success,2023-12-21
1,"[CEO리포트] 권혁웅 한화오션 부회장, 경영 턴어라운드 중책 맡아 '체질개선'",https://daily.hankooki.com/news/articleView.html?idxno=1019551,데일리한국,2주 전,한화 수소 투자계획 해외,중용됐다면 한화는 에너지 전문가인 권 부회장을 전면에 내세워 경영 전략을 전면 수정하기 시작했다. 업계에선 권 부회장이 수소·암모니아 시대를... 사업 △해외방산(4200억원) △해상풍력(3000억원) 등에 투자할 계획이다. 권 부회장은 인사 총괄 업무를 수행한 경험을 살려 인재 영입에도 열중이다. ...,fail,2023-12-21
2,[아듀 2023-재계] '반도체‧전기차 최강국' 정부와 팀플레이…부산엑스포 유치 좌절,https://www.dailian.co.kr/news/view/1308263/?sc=Naver,데일리안언론사 선정,1일 전,한화 수소 투자계획 해외,"한화그룹과 HD현대그룹에서는 젊은 차기 총수들의 입지가 강화되며 경영 승계에 한 발짝 다가갔고, 국정농단 사태로 위상이 추락했던 전경련은 한경협으로 이름을 바꾸고 새출발을 선언했다. ◆""반도체‧전기차 최강국을 향해""…공격적 나선 이재용, 정의선 올해는 주요 기업들의 대규모 ...",fail,2023-12-21
3,12월 3주 주요 제조업 전망,http://www.laborplus.co.kr/news/articleView.html?idxno=32925,참여와혁신,1일 전,한화 수소 투자계획 해외,"올 11월 판매량 4만 7,104대 중 해외 판매량이 93.6%(4만 4,088대)를 차지. 이 같은 판매량은 지난해 같은 달에 비해 2배 이상 급증한 수치. 지난 7일... IT, 모바일 기기 및 차량 등에 사용되는 중소형 OLED 사업을 확장하고 사업경쟁력을 강화하기 위해 4,159억 원을 할 . 구체적으로 중소형 OLED 생산을...",fail,2023-12-21
4,"토요타·SMFG, 日 최초 수소 펀드 출범 지원…'10년간 1300조원↑'",https://www.theguru.co.kr/news/article.html?no=62612,더구루,2023.11.14.,한화 수소 투자계획 해외,"향후 후속 펀드도 이미 계획돼 있다. 총 규모는 수천억 엔에 달할 전망이다. 일본 수소협회 관계자는 ""현재 선진 수소 관련 기술을 보유한 일본 기업이 많다""며 ""이들 기업 성장을 위한 투자를 하는 것이 국제 수소 경쟁에서 유리한 고지를 점하는 데 도움이 될 수 있다""고 강조했다. 이어 ""에서는 이미...",fail,2023-12-21
5,"[2023, 재계는] 김승연 한화 회장, 육·해·공 다 갖춘 글로벌 방산기업 도약",http://www.newspim.com/news/view/20231102001141,뉴스핌,2023.11.07.,한화 수소 투자계획 해외,"갖춘 한화오션까지 더해진 것이다. 에너지 부문에서도 시너지를 발휘하고 있다. 한화그룹은 태양광, 풍력, 수소 등의 에너지 기술을 갖추고 있다.... 한화오션은 이중 9000억원을 방산 초격차 인프라를 구축하는데 투자할 이다. 인력 문제 해결도 김 부회장이 집중하고 있는 부분이다. 오션이 글로벌...",fail,2023-12-21
6,고려아연의 '10년 대계'…자금 조달도 '청신호',http://news.bizwatch.co.kr/article/industry/2023/12/14/0029,비즈워치언론사 선정,6일 전,한화 수소 투자계획 해외,"있어 투자금 조달엔 큰 문제가 없을 전망이다. ""2033년 매출 25조"" 고려아연은 창사 이래 제련 사업을 주력으로 해온 회사다. 주로 해외 광산에서 광석의... 투자할 계획이다. 투자금 중 11조9000억원은 TD사업부문에 투입된다. 구체적으로 고려아연은 2033년까지 신재생에너지 및 에 8조3000억원, 이차전지...",fail,2023-12-21
7,"김태흠 지사, 제6회 충남 수소에너지 국제포럼서 선포 1주년 성과 및 계획 발표",http://www.bzeronews.com/news/articleView.html?idxno=631161,불교공뉴스,2023.10.26.,한화 수소 투자계획 해외,"및 투자계획을 들었으며, 한국중부발전과 한화파워시스템의 수소사업에 대한 발표도 진행됐다. 세션 3에서는 '충남 수소산업 육성을 위한 인재양성 방안'에 대해 해외연사, 수소기업, 학생이 참여해 다양한 의견을 나눴다. 도 관계자는 ""제6차 충남 에너지 국제포럼을 통해 국내외 관계자의...",fail,2023-12-21
8,"충남도, 수소정책·산업 동향 논의의 장 열어",http://www.gasnews.com/news/articleView.html?idxno=112543,가스신문,2023.10.26.,한화 수소 투자계획 해외,"및 투자계획을 들었으며, 한국중부발전과 한화파워시스템의 수소사업에 대한 발표도 진행됐다. 세션 3에서는 '충남 수소산업 육성을 위한 인재양성 방안'에 대해 해외연사, 수소기업, 학생이 참여해 다양한 의견을 나눴다. 이외에도 충남 산업 육성과 인재 양성을 위해 진행되는 업무협약식에 충청남도...",fail,2023-12-21
9,"충남도, 탄소중립 실현 수소에너지 국제포럼 개최",http://www.breaknews.com/994844,브레이크뉴스,2023.10.27.,한화 수소 투자계획 해외,"및 투자계획을 들었으며, 한국중부발전과 한화파워시스템의 수소사업에 대한 발표도 진행됐다. 세션 3에서는 ‘충남 수소산업 육성을 위한 인재양성 방안’에 대해 해외연사, 수소기업, 학생이 참여해 다양한...",fail,2023-12-21
10,"50조 퍼붓고도 경쟁국에 7년 뒤져…""이대론 수소 수입국 전락""",https://www.sedaily.com/NewsView/29UTLA43YP,서울경제언론사 선정,2023.09.25.,한화 수소 투자계획 해외,딜로이트는 2025년 세계 수소 생산 시장 규모를 2014억 달러로 예측했다. 2020년보다 9% 이상 성장했다. SK·포스코·한화·롯데 등 국내 기업들은... 원)를 투자한다는 계획을 제시했다. 반면 우리나라는 수소 관련 일부 예산이 축소되는가 하면 목표치도 하향 조정됐다. 생산기지 구축 사업 예산은 2021년...,fail,2023-12-21
11,"한화오션, 해외진출 거점 확보 등에 2조원 투자···""2040년 매출 30조원 목표""",http://www.sisajournal-e.com/news/articleView.html?idxno=302753,시사저널이코노미,2023.08.23.,한화 수소 투자계획 해외,"ESS와 한화시스템의 무인 전투체계 등을 결합해 경쟁력을 확보하고 향후 해외 MRO(유지·보수·정비) 사업에도 진출할 계획이다. 글로벌 잠수함·수상함 시장 규모는 향후 10년간 약 325조원 규모로 예상된다. 친환경·디지털 선박 연구에 6000억원을 한다. 구체적으로 암모니아와 메탄올, 기반의 '친환경...",success,2023-12-21
12,"[기업INSIDE] 한화오션, 방산 '초격차' 이어 친환경 미래 선박까지 순항",https://news.mtn.co.kr/news-detail/2023092716503123224,MTN,2023.09.27.,한화 수소 투자계획 해외,"최근 한화오션은 2조원 규모의 유상증자를 통한 대규모 투자 계획도 발표했습니다. 조달한 자금 중 절반가량은 방산 설비 구축과 해외 생산거점 확보에... 이와 함께 업계에 비해 늦었던 친환경과 디지털 영역의 투자도 가속화하기로 했습니다. 6000억원을 해 암모니아와 메탄올, 기반의 친환경 추진...",fail,2023-12-21
13,[Who Is ?] 이구영 한화솔루션 큐셀부문 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=326585,비즈니스포스트,2023.09.07.,한화 수소 투자계획 해외,한화그룹에 입사해 한화케미칼의 해외영업팀과 뉴욕사무소를 거쳐 한화큐셀(현 한화솔루션 큐셀부문) 미국 법인장을 지냈다. 한화큐셀뿐 아니라... 앞서 한화솔루션은 2021년 3월24일 이사회를 열고 디니트로톨루엔 생산설비를 신설하는 을 의결했다. 솔루션은 2021년 4월1일부터 2023년...,fail,2023-12-21
14,"한화오션, 2조 주주배정 유상증자 결의...""전액 신규 투자에 투입""",https://www.hankyung.com/economy/article/202308233148r,한국경제,2023.08.24.,한화 수소 투자계획 해외,"해외 생산 거점 확보 및 친환경 선박 기술 개발, 해상 풍력 등 대규모 투자 재원을 확보하겠단 계획이다. 한화오션은 이날 이사회를 열어 2조원... (ESS)와 한화시스템의 무인 전투체계 등을 결합해 경쟁력을 높이겠단 목표다. 약 6000억원은 친환경 선박·기술 개발에 한다. 암모니아와 메탄올, ...",success,2023-12-21
15,[Invest]한화오션 유증에 투자 실탄까지 내놔야 할 한화그룹 계열사들,http://www.investchosun.com/site/data/html_dir/2023/08/24/2023082480243.html,인베스트조선,2023.08.25.,한화 수소 투자계획 해외,"대신증권, 신한투자증권, KB증권, 한국투자증권, NH투자증권이 대표주관사로 참여한다. 한화오션은 유상증자로 조달한 자금을 바탕으로 미래 성장 동력을 확보할 계획이다. ▲잠수함·수상함 시장 진출을 위한 해외 생산거점 확보(9000억원) ▲암모니아·메탄올· 기반 친환경 추진 시스템 개발 및 운반선...",success,2023-12-21
16,"[Invest]한화오션 2조원 유상증자 추진…""빚 갚는 대신 신사업 투자""",http://www.investchosun.com/site/data/html_dir/2023/08/23/2023082380237.html,인베스트조선,2023.08.23.,한화 수소 투자계획 해외,"회사는 영구채 상환 등 기존 차입금을 줄이는 목적은 아니라고 선을 그었다.한화오션은 해외 안보 생산거점 확보에 9000억원, 수소 기반 친환경 선박에 6000억, 글로벌 해상풍력 시장에 2000억원, 자동화 기반 스마트야드 구축에 3000억원을 하겠다는 이다. 특수선 사업부문에 힘을 주고 있는 오션은...",success,2023-12-21
17,12월 2주 주요 제조업 전망,http://www.laborplus.co.kr/news/articleView.html?idxno=32874,참여와혁신,1주 전,한화 수소 투자계획 해외,한화오션은 지난 9월 이사회를 통해 자회사 한화오션 미국 Holding Company 설립 건을 의결함. 해외 생산 거점을 확보해 군함과 같은 특수선 사업 비중을... 대규모 투자 계획 - 11일(현지시간) 뉴욕타임스 등에 따르면 캐시 호컬 뉴욕주지사는 올버니(뉴욕주 주도)에 반도체 연구·제조시설을 구축하는 데 10억...,fail,2023-12-21
18,한화오션 친환경 선박 시장 선두 굳히나…가스텍서 독보적 기술력 입증,https://www.busan.com/view/busan/view.php?code=2023090812024354520,부산일보,2023.09.08.,한화 수소 투자계획 해외,"한화오션이 미래 먹거리인 친환경 선박 시장 주도권 확보에 한 발짝 더 다가섰다. 압도적인 기술력을 토대로 해외 주요 선급으로부터 친환경... 한화오션 관계자는 “미래 조선 시장 주도권 확보를 위해 친환경 기술 개발에 약 6000억 원을 할 ”이라며 “암모니아와 메탄올, 기반의...",fail,2023-12-21
19,호재? 악재?…한화오션 유상증자에 쏠린 눈,https://economist.co.kr/article/view/ecn202308310045,이코노미스트,2023.08.31.,한화 수소 투자계획 해외,"실제 한화오션은 2조원 규모의 유상증자를 추진한다고 발표하면서, 확보한 자금을 통한 투자 계획도 내놨다. 약 9000억원으로 해양 방산의 무인‧첨단 기술을 확보하고 해외 생산 거점을 구축한다. 또한 약 6000억원을 해 암모니아와 메탄올, 기반의 친환경 추진 시스템을 개발하는 등 친환경 선박 관련...",fail,2023-12-21
